,user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address
118308,368770,2015-05-06 13:31:52,2015-07-23 10:51:51,50,WWSRGZQCBZMQR,SEO,IE,F,30,862847014.5624981
61965,318819,2015-01-10 07:50:31,2015-02-10 03:00:10,28,HQSWJXXTEXVAX,SEO,Safari,M,34,504815975.55124813
53102,114581,2015-03-24 18:25:02,2015-06-10 22:38:08,60,AUSNNCNHYNXAL,SEO,Chrome,M,28,2223575231.90259
141870,3783,2015-04-30 07:12:00,2015-08-04 01:00:58,13,KAHBFQIPZIUSH,Direct,IE,M,26,3060207156.52778
36554,318290,2015-03-15 00:52:43,2015-04-16 14:27:24,38,EKTFFLYTRQILA,Direct,Opera,F,31,4085982839.74551
141042,227051,2015-02-10 16:04:41,2015-05-13 00:40:08,40,SZKHEWPEXWKAJ,SEO,IE,F,45,1041589527.99926
37384,368483,2015-05-20 09:56:06,2015-06-24 07:09:16,10,KDMJXMZZSMWBV,Ads,Safari,M,47,1949885104.8499
18544,340689,2015-04-08 12:58:10,2015-06-28 22:23:50,55,ZQJFEQTLQCNMT,SEO,Chrome,F,30,3732524210.3632
148168,205051,2015-06-03 21:44:27,2015-09-20 12:26:00,37,AKEQALJDKKZFX,Direct,Chrome,F,51,3538536694.4283204
64687,252216,2015-08-01 19:07:19,2015-10-25 09:08:43,22,URATRODIXLMRH,SEO,FireFox,F,33,234364173.665129
23341,305114,2015-08-07 10:49:33,2015-09-25 15:44:27,23,IFTSSRTGUWXZQ,SEO,Chrome,F,35,3236771027.8145103
112708,217357,2015-04-22 14:04:19,2015-08-03 02:02:10,30,PYCYSVIYVOTBP,Ads,Safari,M,35,2681626312.34234
47724,113767,2015-01-31 11:57:52,2015-05-10 05:48:42,57,DOXYEEIQYCKID,Direct,Chrome,M,23,1423253079.08394
49660,102019,2015-03-05 03:11:24,2015-04-09 13:44:30,81,WOVIMVNIZPAKC,Ads,Chrome,M,30,2913494448.23904
129035,315405,2015-03-29 23:29:25,2015-05-12 19:06:06,50,ZBAAYNYRYYJIB,Direct,Chrome,M,41,2051568840.10293
141996,104553,2015-01-15 13:57:10,2015-01-20 13:47:19,16,ZVMXBJSCBDANP,SEO,FireFox,M,32,36745086.917483896
125583,319745,2015-03-14 09:36:33,2015-04-16 23:20:36,27,KKYPGZBUZBQMS,Direct,Safari,F,21,278588718.750287
52123,127703,2015-06-28 17:14:01,2015-10-07 01:17:19,54,FCFHYWFATPZVZ,Direct,FireFox,M,40,573374714.066391
58972,247503,2015-01-11 03:32:42,2015-01-11 03:32:43,49,YDHYHZTWKFPLZ,Direct,Chrome,M,19,174114436.579002
73141,204163,2015-05-21 01:20:22,2015-09-11 17:39:42,69,IVLRDTNBBIOZG,SEO,Chrome,M,30,90473279.4277759
38752,204304,2015-03-11 18:53:47,2015-06-14 02:19:24,48,JYFYORDZISAWO,SEO,FireFox,M,35,2086583975.87265
113208,323972,2015-07-26 18:28:08,2015-10-04 18:09:16,24,JJWFVAIOXHOLV,Ads,Chrome,M,54,3880340418.76447
31841,173399,2015-01-13 23:46:38,2015-03-13 17:06:46,51,SWAISZUAFFDIU,SEO,IE,M,32,3933277360.98809
33791,229777,2015-03-21 11:23:21,2015-03-24 05:06:21,17,HDFXIDYXSZVPX,SEO,Chrome,F,28,65195458.7077978
16226,195429,2015-08-09 16:44:57,2015-08-22 07:29:53,63,ZJZAJOOCBPMWG,Direct,IE,M,20,1172439990.56159
94538,109712,2015-03-12 06:45:27,2015-04-08 21:35:54,36,ZTWDMZEUSWMXC,Ads,Chrome,M,22,150942043.917216
7988,262819,2015-01-02 03:40:45,2015-01-02 03:40:46,28,CIKWEUFEEIYSP,Ads,FireFox,M,27,592604170.121703
127475,375974,2015-04-04 13:32:14,2015-04-26 23:11:27,15,RVWTVENNYNLWK,Direct,FireFox,F,36,2479296750.95711
78408,383296,2015-03-28 22:22:51,2015-06-28 10:36:17,70,LGDNGSEBBHVBS,Direct,IE,M,39,4032633759.7456703
69451,297023,2015-04-20 22:02:21,2015-08-07 10:31:02,31,LUYKRQLBQMCEO,Ads,FireFox,M,41,2981932344.6905107
117968,68805,2015-06-22 15:27:03,2015-08-06 05:49:55,19,QWYWAUGGPYYYJ,SEO,IE,M,23,4096858578.7457
86738,218131,2015-05-28 13:59:43,2015-06-25 01:03:07,35,DINNQWCUXASIG,Ads,FireFox,F,48,1401437307.45257
38957,61457,2015-06-12 03:01:03,2015-10-03 04:46:10,35,YOJORFUQVDYXO,SEO,Chrome,M,35,4282165162.19666
49781,40310,2015-02-26 03:57:42,2015-03-21 23:41:36,35,IBYCOZDIKTKNL,SEO,Chrome,M,18,2311748384.9075303
116136,191939,2015-02-22 09:57:36,2015-04-14 14:55:59,46,FMQCFTAOBMQHS,SEO,Safari,F,34,1352605338.06511
121191,25856,2015-05-19 08:51:50,2015-05-24 06:52:49,19,CBDUUXFUXUNCW,Direct,Chrome,F,35,1302482322.90635
121993,317551,2015-01-09 05:34:52,2015-01-09 05:34:53,9,IYDWJVKZXCKQB,SEO,Chrome,M,32,1536404544.16191
58998,103861,2015-04-13 14:47:14,2015-06-02 04:20:17,24,IUKUFBFCJHFWK,SEO,Opera,M,35,538333192.95581
93146,260592,2015-02-09 19:33:43,2015-04-19 16:45:51,32,JLZZMVYHVTPMC,Direct,Chrome,M,28,1487537785.00019
96206,118303,2015-01-03 08:13:33,2015-03-04 12:37:27,55,WUCIAIMPGYMAR,Ads,Chrome,M,21,1820992033.62253
3687,128833,2015-04-16 14:28:37,2015-07-04 23:58:52,12,NQUVJVKLXSDZR,Direct,Chrome,F,56,1089601426.2394302
77358,6255,2015-05-25 03:34:32,2015-08-08 12:04:58,42,ALKTAVCMIPNGI,SEO,IE,M,26,4159210530.7440796
95854,256805,2015-06-27 12:39:41,2015-09-28 00:30:27,10,XZNBRRLRBXILQ,Ads,Opera,M,21,2902602673.40688
144019,36961,2015-02-08 00:54:33,2015-04-11 21:03:44,20,TSEMCWQMBFZGC,SEO,IE,M,39,111989339.453821
3401,343396,2015-01-17 05:10:23,2015-02-06 11:59:54,69,OBOLARVXVLHQL,SEO,Chrome,M,28,2134813346.03255
78840,92314,2015-02-21 19:23:08,2015-04-10 22:37:54,33,WWLETAQHABYPQ,Ads,Chrome,F,20,4260371219.06209
104533,191287,2015-04-07 20:26:46,2015-07-28 02:12:58,33,YCSCGMDXVOZNI,Ads,Chrome,F,50,4147675083.4238296
140444,148678,2015-02-08 21:20:55,2015-02-26 14:10:45,16,QOWMQJGLLETIZ,Ads,IE,M,26,2219454116.65515
48814,388324,2015-07-23 12:34:36,2015-10-14 12:41:31,83,XCMQGZTDVEFDQ,SEO,FireFox,M,28,3373851746.35772
49664,18928,2015-03-30 04:35:16,2015-06-22 11:57:48,28,XAVZVTZVPKJFW,SEO,Chrome,M,26,1916335448.71908
60746,145374,2015-02-25 12:43:18,2015-05-12 22:16:46,46,YFZUDDBAXAIGD,Ads,IE,M,25,780509712.211733
30957,325077,2015-08-16 14:48:43,2015-11-22 05:07:59,19,LQKNPHGDQVADU,SEO,Chrome,M,32,3775937523.32721
32088,84763,2015-08-15 14:26:28,2015-11-17 08:26:34,39,CIETCXZPJGXNE,SEO,Chrome,F,23,3136938142.19678
123529,371612,2015-02-26 10:09:38,2015-04-21 02:24:35,10,WBDFHXEYNKQIT,SEO,Chrome,F,36,1214812332.22209
43953,78423,2015-04-09 18:11:30,2015-06-01 02:32:26,19,VGHTCBUXXZSVW,Ads,IE,M,43,3087658594.73065
143160,279408,2015-05-29 02:34:48,2015-09-05 03:48:10,12,MFAIOZPAASDVJ,Ads,FireFox,F,36,1797772235.3994398
94640,260482,2015-01-27 08:52:49,2015-04-26 09:54:28,20,CSVJPSNUOXAHA,SEO,Safari,F,45,3260856210.9531302
33965,5096,2015-07-17 22:32:38,2015-09-02 14:07:52,50,VTNSBISBXLSVX,SEO,FireFox,F,35,1128961611.59914
91871,183290,2015-01-30 07:46:30,2015-03-25 00:45:10,23,MGIDLRAHNZLXJ,SEO,IE,F,29,4196297726.30695
90547,183262,2015-03-29 14:22:47,2015-05-31 07:13:00,55,PTWQZNZGRXHXU,SEO,IE,M,38,4849238.79299408
28101,195476,2015-01-25 03:20:51,2015-05-23 03:45:24,16,QDIITLLXDQBRR,SEO,Chrome,M,45,934236523.826883
45626,387137,2015-07-12 01:24:53,2015-08-02 04:10:57,34,ZLGYSCZEGCCNZ,Direct,Chrome,F,27,2665772738.66504
127419,288603,2015-05-02 19:13:27,2015-08-23 02:55:13,22,OPJDIQHDGJGQL,Ads,Chrome,M,35,1025562311.76085
65628,262164,2015-03-15 10:43:06,2015-06-10 03:35:34,54,VMISYIJSSVYRL,Direct,Chrome,M,32,4035388755.51115
130327,254320,2015-04-19 17:04:52,2015-07-18 23:02:32,47,UCJNAMDYHELFY,Direct,IE,M,23,1447771473.79484
102463,233800,2015-04-25 16:09:48,2015-05-08 10:40:28,35,NPZEYKUTMIWGD,Ads,Chrome,M,37,46019710.9520265
38391,197707,2015-02-14 11:12:41,2015-05-10 23:32:21,13,KSYZMBVUDFBWI,Ads,Chrome,M,39,3630608306.28264
42435,51392,2015-04-23 06:21:03,2015-05-18 05:58:51,45,MMYOFDTZXFVKJ,SEO,IE,F,37,106876809.360114
108285,5320,2015-01-22 15:23:54,2015-03-15 07:41:32,44,PFNXLILZPBJWG,Ads,FireFox,F,42,3193573959.919461
83246,367843,2015-04-09 16:14:13,2015-07-06 11:16:23,32,VGUPDMCVLBRFB,SEO,Chrome,M,37,1097665886.79056
24163,210633,2015-07-23 00:52:23,2015-09-25 09:34:54,23,QGEVZGVJZYORZ,SEO,Safari,M,33,2439081197.92133
17553,68025,2015-02-16 03:30:56,2015-02-17 18:34:43,52,KHVXSYWRZCKME,SEO,Safari,F,36,3851270914.7784
144572,27336,2015-05-13 06:35:21,2015-07-04 16:51:28,23,JRVBUSNVTLFUB,Ads,Chrome,M,20,2372704750.10737
133929,294547,2015-06-30 10:00:02,2015-07-11 09:08:42,22,PJSGBLNTEZJTE,Ads,FireFox,F,43,1708579746.96444
42967,247483,2015-03-26 17:13:08,2015-07-24 15:26:03,31,PJSWPQXYWLUXD,SEO,Safari,F,25,934783504.567717
31693,361697,2015-04-24 00:55:26,2015-05-22 23:29:32,23,RVRSQCYHFDFQL,Ads,Chrome,M,26,1142495302.62425
90041,320103,2015-07-01 11:32:08,2015-09-28 16:51:36,28,JSNURZZXMRZHT,SEO,IE,M,39,3377053328.05438
77037,36125,2015-07-17 22:45:46,2015-08-13 14:25:31,30,DMZZBVYMZKKYB,SEO,IE,M,41,2253254340.6349893
128115,357600,2015-06-28 08:26:14,2015-10-09 10:52:26,33,VFNEDUMDFSWBM,Ads,IE,M,39,1216579333.67821
28915,259499,2015-04-19 17:51:50,2015-06-07 19:08:01,44,OHEPMPXBASHWK,Ads,FireFox,M,42,4158036809.8335705
18482,89085,2015-07-30 02:33:08,2015-09-11 05:43:22,17,PQFLXBSYYCEMY,SEO,Chrome,F,50,3645507062.5673103
62229,135011,2015-03-20 18:17:01,2015-05-11 18:31:00,59,PFEHWEPMKKLVR,SEO,IE,M,45,1943212959.9063
17257,387222,2015-01-11 08:56:19,2015-01-11 08:56:20,53,DFPEPUPRSSOXN,SEO,Chrome,M,43,2725309598.67046
48610,208648,2015-03-17 10:52:48,2015-05-12 19:12:38,40,IJESJFIFHYBOY,Ads,Safari,M,29,204482280.706438
130433,339391,2015-06-04 02:32:25,2015-08-09 21:28:30,44,RMZFDHYBUBXNL,SEO,Chrome,M,44,2745861590.26105
26349,261554,2015-08-15 02:33:10,2015-09-17 12:44:17,12,UQTBLLJSLNSSN,Direct,IE,M,30,1296739976.20753
99876,258226,2015-06-28 03:52:59,2015-10-08 06:34:30,54,BPBDVNHSTMRWD,Ads,FireFox,F,39,2222265255.75177
80967,62833,2015-02-06 06:24:57,2015-04-25 08:46:24,48,FKJOIIOEVOMQN,SEO,IE,F,26,2768564862.32966
85292,1200,2015-06-23 20:32:20,2015-07-31 17:54:33,61,VYZWQFPEAXBJL,SEO,Chrome,F,25,119038576.002404
104160,303047,2015-01-10 17:54:13,2015-01-10 17:54:14,40,JJNAOYTBUSTKM,Direct,Chrome,M,32,296190119.306631
108396,112928,2015-06-14 05:55:46,2015-10-12 03:19:58,12,ZUMSYDXBAFNDZ,Ads,IE,M,42,2003947657.4494398
31520,295140,2015-07-22 07:55:24,2015-08-13 08:20:29,52,RXEMDPBZYCLFY,Ads,Chrome,M,31,1774595754.79335
72377,175115,2015-01-16 01:12:43,2015-02-17 02:19:35,17,FRZVXYPNVOEML,Ads,Chrome,F,33,3812147996.78999
32105,166749,2015-03-16 23:57:16,2015-03-17 07:16:47,42,FDXTTEUYALFYN,Direct,FireFox,F,25,122774845.830486
93897,294004,2015-04-27 12:45:28,2015-06-18 05:29:29,50,PPCTMEXDHIPPR,SEO,Chrome,M,39,618222762.5135901
90586,53737,2015-05-16 05:58:21,2015-06-29 16:26:27,38,RHTOLJJMMEHFR,SEO,Chrome,M,42,2720470283.55965
3203,319215,2015-02-20 07:08:02,2015-03-08 23:08:51,28,LOFNVFUUEIMPP,SEO,Safari,M,49,1880285075.1513894
96456,176586,2015-01-09 09:14:04,2015-05-08 23:12:45,55,FHKAGBGKXTAFT,Ads,Chrome,F,19,3477944820.9145303
108853,213232,2015-06-01 11:39:03,2015-09-28 17:50:09,45,WKPXWVTGVUUQR,Ads,Safari,F,38,2553604740.77247
65390,173250,2015-04-13 10:01:12,2015-08-10 07:46:55,61,CLFZKGFFOCCYP,Ads,FireFox,F,22,2139437714.3194199
124199,28215,2015-06-03 00:56:52,2015-06-10 14:33:52,29,YGFATTRVDOIUO,Ads,IE,M,35,1128455553.93541
100332,109154,2015-05-25 09:17:30,2015-07-12 08:08:48,33,WDGDGJUFCEEQA,Ads,Chrome,F,26,3045476794.57679
103798,247194,2015-01-07 13:15:38,2015-03-17 15:34:04,81,IODOKJHXAJPYL,Ads,Safari,M,36,1028839217.96911
83177,312902,2015-03-21 06:24:52,2015-06-03 08:07:34,32,SNJVEIVQJPNNI,Ads,Safari,M,40,1488898002.47121
76440,379347,2015-02-10 16:52:28,2015-05-25 11:12:16,22,GGBSMGEGUWSGQ,Ads,Chrome,M,40,2573113239.4296303
12246,216126,2015-08-13 13:58:13,2015-11-21 03:03:21,53,MJGICOPVNFQZC,Ads,IE,F,41,3612187550.9038796
17415,6270,2015-01-02 18:11:25,2015-01-02 18:11:26,46,KRWQZDWOJXOYL,SEO,Opera,M,27,908338717.443963
135682,249370,2015-07-02 18:00:23,2015-10-27 11:02:39,19,KZAWGKSLQKWDY,Direct,Safari,F,28,4069255012.8949103
132315,306538,2015-05-21 05:51:03,2015-09-15 16:24:33,51,RJUMZFEDZAQID,Ads,IE,F,24,3903643976.76219
78070,128946,2015-03-21 23:19:31,2015-03-22 07:17:41,85,UCEYWWCVATTFG,SEO,FireFox,M,23,823276054.0693152
120644,370510,2015-03-15 00:08:19,2015-06-19 08:25:08,40,RKWFJDPNQBGPN,SEO,Safari,M,34,1816538298.4110398
115471,15435,2015-03-10 01:19:55,2015-05-02 07:54:19,36,AKEFBQVVJYCHE,Ads,IE,M,51,3980513128.77809
63943,244276,2015-05-15 02:22:00,2015-07-05 03:24:05,27,AGOAXTJEZOIUX,Direct,FireFox,F,43,1100965066.06875
134714,275754,2015-01-10 22:44:18,2015-01-10 22:44:19,32,XNFWKLRLCXBXM,SEO,Chrome,M,41,3030775184.17442
47177,226364,2015-01-06 00:41:51,2015-03-12 17:46:55,64,RQANVZYMXYKTC,Ads,IE,F,32,4046404751.12017
8294,82064,2015-06-06 18:18:29,2015-06-19 18:57:03,50,XUECHLBIRXQON,Ads,FireFox,F,37,2015480209.09762
145557,295974,2015-01-18 14:57:44,2015-04-08 02:59:39,46,WVPNIPRACCSFO,Ads,Chrome,M,29,881647997.121559
135043,234164,2015-07-31 00:32:36,2015-08-05 14:09:31,21,QNZXVOMRJIIPZ,Ads,Chrome,M,22,775392627.437232
14015,336416,2015-06-08 18:04:17,2015-08-08 20:01:28,16,NYBAOFEBYKVIO,SEO,Safari,F,40,1864770863.0123801
134182,282692,2015-02-28 12:27:18,2015-05-02 17:45:16,25,RJRWBWDMJQWVU,SEO,IE,F,55,2178641434.83041
74480,305462,2015-06-18 22:53:41,2015-07-28 09:23:38,26,AMKGEGQUFVVMN,Direct,Safari,F,29,3817796472.8087797
87564,124194,2015-01-06 14:07:27,2015-01-06 14:07:28,55,BWYLSJHHTFTJQ,SEO,FireFox,M,43,4149333595.43826
68535,299757,2015-03-10 06:21:21,2015-04-28 04:30:33,52,DGPSEPXEWORBN,Direct,Safari,M,19,3941733962.10904
16861,99471,2015-07-28 16:01:32,2015-09-11 02:57:29,14,IDVWMLQXWUVRK,SEO,Safari,M,27,2533272666.057
56228,56647,2015-01-25 21:33:45,2015-05-12 16:23:13,13,MIRUTMAOGEDFZ,Direct,Safari,M,20,27510077.020205297
81821,16144,2015-02-04 14:26:10,2015-02-24 09:52:19,41,RBSYNRPCVDZNR,Ads,FireFox,F,28,2254898914.21653
17856,86940,2015-07-19 22:03:51,2015-08-11 16:26:16,43,WEHYTDCBJZBFH,SEO,Chrome,M,31,1477280841.1191099
79323,326217,2015-01-01 13:53:34,2015-01-02 04:45:11,11,KBEAMBIXFHTQG,Direct,FireFox,F,29,2068289480.73733
98141,256629,2015-01-03 03:05:20,2015-01-14 12:24:35,39,AJRRFEJUJMKRF,SEO,IE,F,27,176059563.045095
112511,293160,2015-05-04 13:59:43,2015-08-12 16:18:43,16,CDOKMCQYGOYWJ,Direct,Safari,M,27,2878442563.2599893
76948,201138,2015-03-30 09:55:00,2015-05-27 11:29:39,33,BOWTMGTEQZCBQ,Direct,FireFox,M,25,2338563996.45486
7615,138317,2015-06-06 00:56:28,2015-09-28 10:17:47,27,EZBZZIAEJUSIR,Ads,FireFox,M,37,1508345297.68432
54881,323467,2015-05-06 09:35:07,2015-08-09 08:12:36,25,EEUOXQTFNRYZV,SEO,Safari,F,33,3127098484.43719
62860,23969,2015-03-11 12:52:03,2015-06-01 11:25:31,21,UFNEUJGTOHELN,Ads,IE,F,22,1602482151.82004
71462,54061,2015-06-12 09:24:53,2015-07-09 09:04:48,15,TMUHBVXCUEKJD,Ads,Chrome,F,25,2748026241.96531
22476,30756,2015-06-24 10:50:25,2015-08-14 08:21:22,33,YUGRAUEYVUFAW,Ads,Chrome,F,47,501256812.1930781
116220,333725,2015-01-04 19:07:38,2015-01-23 21:12:30,50,KKQMCGUWCPBSO,Ads,Chrome,F,30,679073318.341121
129345,391642,2015-01-10 07:38:26,2015-01-10 07:38:27,52,IATLBOMGLZYVX,Ads,FireFox,F,34,2513567027.32867
4028,8522,2015-04-05 23:44:37,2015-04-15 18:23:49,73,HSQYPTUIYLXXU,SEO,Chrome,F,52,2320243979.68607
44887,253565,2015-01-12 16:51:17,2015-01-12 16:51:18,19,RSKJCZBAESJAE,Direct,FireFox,M,29,3703022055.14674
47433,238979,2015-05-07 01:51:49,2015-07-28 23:05:46,34,GDFUPBHGYTMTQ,SEO,IE,M,33,3065387886.2433
91530,385573,2015-01-11 12:22:16,2015-01-11 12:22:17,19,ZBVXDYZUFKEPL,Direct,IE,M,37,4109493870.37539
11763,45884,2015-03-14 04:27:19,2015-04-15 07:55:18,21,BPNYMEULZESEV,Ads,Opera,M,40,274239430.407962
146255,385615,2015-08-14 11:58:27,2015-10-18 11:18:18,9,LEIVMJPSBBDEJ,Direct,Chrome,M,44,1030771078.17419
54274,329784,2015-03-17 14:46:16,2015-03-26 23:58:00,27,UJIWMQILZXBGB,Ads,Safari,M,43,928578078.890715
26805,193042,2015-04-26 21:16:13,2015-05-05 10:18:42,21,SLFPHJDYSOWAL,SEO,Chrome,M,44,2796978484.71285
44085,34329,2015-01-01 17:14:42,2015-02-10 03:10:36,47,OBNACCBIUNLRD,Ads,IE,F,26,2252256415.92832
20391,336036,2015-03-15 23:39:22,2015-03-20 08:41:02,10,ICXGDQFRSJEHV,Ads,IE,M,34,929279940.6184119
32410,248643,2015-04-26 12:54:39,2015-07-03 17:57:31,46,GPPEBSICWASOB,SEO,IE,F,41,2421954449.4499
77272,128150,2015-05-07 10:41:22,2015-05-11 07:53:44,58,KGSWOUAPHYNYC,Direct,IE,M,25,1894089023.5198696
8653,176023,2015-07-22 15:02:30,2015-09-04 17:44:40,13,IAAMLGWGVBLVR,Ads,IE,M,30,1909246133.05155
91731,21822,2015-03-20 22:51:05,2015-06-24 08:18:10,47,FUOJVCLAOUPLQ,Ads,Chrome,M,40,3693449910.0691705
97066,204193,2015-06-05 14:15:08,2015-08-30 08:21:18,42,AGZYVZDOULGSA,SEO,IE,F,23,1392930368.31369
116388,274420,2015-04-19 17:48:46,2015-06-19 23:45:22,13,EAUWYBPSBOQRX,Direct,IE,F,18,3634531933.13575
144407,184130,2015-08-05 23:40:18,2015-11-10 17:35:30,34,CYIPGDAOMHCOT,SEO,Chrome,M,25,2807358004.640661
101747,288726,2015-07-17 12:10:00,2015-11-10 19:47:20,40,BOMMDFWPQSTHS,SEO,FireFox,M,37,4034790334.67182
44514,97991,2015-01-24 16:21:26,2015-02-21 23:49:44,32,VCPFYTBCBTZYQ,Ads,FireFox,F,50,1183315939.7732198
1857,398956,2015-03-08 23:12:53,2015-05-07 22:51:06,41,JQMBIAKNGOODY,SEO,Safari,F,48,1323004010.73533
118505,182665,2015-03-13 04:49:40,2015-06-11 21:37:43,29,FMDLMGJCQJKJH,Ads,FireFox,M,50,1253537134.90559
65069,376102,2015-07-11 20:19:35,2015-09-15 21:21:05,19,QXKOKMGWDXGPK,Ads,FireFox,F,36,688539362.100234
30780,102176,2015-04-13 13:46:40,2015-08-10 05:57:38,28,TMWAIRFAOQCWK,Direct,Chrome,M,20,1254408925.2772698
136307,127216,2015-05-02 13:21:43,2015-06-12 21:47:32,32,PFPNVEHXGIQVA,Direct,Chrome,M,29,2872864520.59423
88057,153706,2015-08-08 15:40:18,2015-08-12 03:07:22,40,AUEZZPWVXWQUU,Ads,IE,M,46,394877152.699966
148412,349806,2015-02-13 08:03:51,2015-06-10 01:26:18,42,NJAQEHBUHCDBT,SEO,IE,F,40,2138736127.10733
19012,373425,2015-02-08 07:58:02,2015-05-02 21:01:25,50,LCPDFCCIXDAAR,SEO,IE,M,19,2514240140.47142
52085,392097,2015-03-26 06:56:00,2015-05-30 19:56:46,42,MTUBVJCHDTZXG,Direct,FireFox,M,32,1990083238.6605601
4741,192043,2015-03-09 15:02:07,2015-05-25 23:48:29,15,JHPJNWJBGYKXH,Direct,Chrome,F,28,2074229137.4003801
16151,361883,2015-04-10 16:20:59,2015-04-26 12:42:59,16,YJMTDIFWWEOKR,SEO,Chrome,M,45,1201386729.09559
146920,392849,2015-05-06 10:40:54,2015-05-22 15:36:47,14,SLICRCBWKIRKN,Direct,IE,M,35,3649197584.53142
16233,35949,2015-06-03 12:08:23,2015-06-16 01:53:12,27,KLWAHBDYIXLIN,Ads,Safari,M,32,4119449879.72337
30698,211739,2015-07-20 15:33:34,2015-11-05 04:26:57,60,KCTEBPYTPKZQU,Ads,FireFox,M,53,3909369990.1630797
54669,315189,2015-01-15 15:51:45,2015-02-27 17:14:49,40,NCIDPWSCNNXNK,SEO,FireFox,M,34,558197601.299143
65643,112108,2015-03-20 11:10:56,2015-06-20 21:43:56,39,NPVRDPRRIEYQI,SEO,Chrome,M,29,652915931.6339589
122669,139753,2015-06-10 10:45:36,2015-07-11 22:05:04,64,QJCAXXPOFRPSU,SEO,IE,M,58,2817330724.5400896
73199,297707,2015-07-30 12:30:30,2015-11-26 10:11:40,19,TJZPFNBUGWGGF,SEO,Chrome,M,29,232489863.826064
76933,281371,2015-07-01 19:23:24,2015-09-09 08:19:50,10,VBNQOLEGKNIDM,SEO,Opera,M,46,2799524337.23358
22720,248523,2015-01-18 17:15:52,2015-03-27 05:21:22,67,LRLSXSRYLXUAO,Direct,FireFox,F,39,4090382639.08091
125991,334477,2015-06-15 14:42:46,2015-09-06 11:44:30,68,CALJEJYEKIATM,Direct,Chrome,M,41,1238872492.0910401
71251,381849,2015-05-17 12:16:48,2015-07-02 16:32:04,74,MKZCZYEZUFWFQ,Ads,FireFox,M,19,2721422811.84945
64891,177811,2015-05-10 17:51:51,2015-06-21 05:58:57,23,AIEOZJBREGQWH,Ads,Safari,F,47,2983594090.90956
145121,129573,2015-07-10 14:18:50,2015-09-12 07:22:16,53,VCATEYKJPQZOZ,Direct,FireFox,F,41,1863662053.93983
105803,85844,2015-06-27 10:08:44,2015-08-02 06:08:28,17,OEJSFEQPAOEHE,Ads,IE,M,27,2860449894.16995
85278,23851,2015-01-04 15:45:24,2015-01-04 15:45:25,65,MQPWOJZCEEWMR,Ads,Chrome,M,22,3095355744.47891
49987,241715,2015-03-21 08:27:13,2015-06-14 02:13:18,11,IGHTJDNRLSNRI,Ads,Opera,F,27,1191307371.0761304
17543,204330,2015-04-13 09:05:15,2015-07-03 22:07:31,19,XXNSQIBMJNTEQ,Ads,Opera,M,23,3174111379.8673396
3474,189854,2015-07-09 02:40:57,2015-08-25 12:58:37,31,QCQNGKPPKBWSB,Direct,Chrome,M,40,4201627679.88379
112641,194311,2015-01-28 23:13:09,2015-04-23 13:02:25,17,LKBCDZBTXMUXJ,Ads,Chrome,M,28,272429266.023669
128819,252203,2015-03-28 07:59:42,2015-05-12 00:50:57,12,MMDPEYCXVHDCW,SEO,Chrome,F,39,112480976.658893
82723,3069,2015-01-03 23:34:48,2015-01-03 23:34:49,57,RDVZZSOSJZNRU,Direct,FireFox,M,18,1563190898.41767
18752,194895,2015-07-20 14:08:35,2015-10-11 04:50:58,39,DYEKXPYSGVOWW,Direct,IE,M,27,2124675603.07431
49087,106739,2015-08-05 22:34:13,2015-11-11 03:31:03,9,EWCTUWQGWZDYL,Direct,Chrome,F,30,3331937390.2590003
111517,43805,2015-03-03 19:14:00,2015-03-24 08:04:08,28,OMXNZPNFHHOOY,Ads,Chrome,M,41,3425245933.43809
77990,321729,2015-01-03 22:57:19,2015-01-27 18:18:43,32,TZBAVVVGYWBRX,SEO,IE,M,30,1015229833.61456
103537,96222,2015-07-11 14:38:44,2015-10-19 01:20:09,58,VNJSUUOCNLCZL,SEO,Safari,F,34,3752403540.37447
116590,14001,2015-05-22 10:19:44,2015-06-21 01:31:02,53,FOUGDLIXRAFJR,SEO,Chrome,M,38,1968574499.74093
136873,209638,2015-01-20 04:26:33,2015-01-20 08:01:51,40,CYLFFPZXWUXXJ,Ads,Chrome,M,32,3943318654.74505
414,196571,2015-02-17 16:31:48,2015-06-11 04:58:37,45,RIANIESLIHZHR,Ads,Chrome,M,36,3931225455.376021
109622,258064,2015-03-03 08:07:11,2015-05-25 06:51:31,11,IQRJTKBLWONNJ,SEO,Safari,M,42,1705672799.94185
74644,280962,2015-02-25 06:01:30,2015-05-16 02:35:42,16,GBODHHZZSSBLH,Ads,IE,M,33,1265012347.8437
96213,69767,2015-05-28 01:58:07,2015-06-27 03:31:42,43,WVGVWNUEQIGDU,Ads,IE,F,22,3611042204.86277
30029,385691,2015-04-26 00:35:39,2015-06-27 20:20:49,23,XGVGTGRRBHWWQ,SEO,IE,M,46,2148949558.95095
104836,257983,2015-08-11 10:40:17,2015-11-22 11:29:12,24,MSGCZYFPULAXQ,Direct,FireFox,M,34,285613148.190974
41580,217182,2015-05-20 04:09:33,2015-07-09 16:38:20,12,EGVMXTRGUVALD,SEO,Chrome,M,31,923266078.5628028
126504,30247,2015-07-31 13:44:01,2015-10-30 06:59:53,29,BMRLLLDQOSZUU,SEO,IE,M,29,1801178757.63095
